"ms"	"ms_name"	"fund"	"year"	"planned_eu_amount"	"n_3_decommitment_amount"	"de_commitments_at_closure"	"rec_at_closure"	"net_planned_eu_amount"	"cumulative_initial_pre_financing"	"cumulative_additional_initial_pre_financing"	"recovery_of_initial_pre_financing"	"net_initial_pre_financing"	"cumulative_annual_pre_financing"	"annual_pre_financing_covered_by_expenditure"	"pf_covered_by_expenditure_at_closure_clearing"	"recovery_of_annual_pre_financing"	"recovery_of_pf_at_closure"	"net_annual_pre_financing"	"cumulative_interim_payments"	"recovery_of_expenses"	"recovery_of_expenses_at_closure"	"payment_at_closure"	"net_interim_payments"	"total_net_payments"	"eu_payment_rate"	"eu_payment_rate_on_planned_eu_amount"
"601"	"GR"	"Greece"	"TOTAL"	2015	11412736113	0	0	0	11412736113	321818756.76	375455216.14	0	697273972.9	0	0	0	0	0	697273972.9	0	0	0	0	0	697273972.9	6.1096126817981	6.1096126817981
"602"	"IT"	"Italy"	"TOTAL"	2014	460532952	0	0	0	460532952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"603"	"AT"	"Austria"	"ERDF"	2014	536262079	0	0	0	536262079	5040863.54	0	0	5040863.54	0	0	0	0	0	5040863.54	0	0	0	0	0	5040863.54	0.939999999515163	0.939999999515163
"604"	"MT"	"Malta"	"CF"	2019	217742109	0	0	0	217742109	6140327.46	0	0	6140327.46	20979452.16	1273836.21	0	13821135.47	0	12024807.94	54828480.33	0	0	0	56102316.54	68127124.48	31.2879877910983	31.2879877910983
"605"	"CZ"	"Czechia"	"ERDF"	2024	12848248555	0	0	0	12848248555	712376659.74	0	0	712376659.74	2248771495.71	923580532.16	0	1184607777.42	0	852959845.87	11085923278.48	16009566.99	0	0	11993494243.65	12846454089.52	99.9860333844546	99.9860333844546
"606"	"SI"	"Slovenia"	"ERDF"	2015	1390392899	0	0	0	1390392899	26139386.5	0	0	26139386.5	0	0	0	0	0	26139386.5	0	0	0	0	0	26139386.5	1.87999999991369	1.87999999991369
"607"	"CY"	"Cyprus"	"TOTAL"	2025	626070756	0	0	0	626070756	28087244.59	0	0	28087244.59	103654139.55	51368236.46	0	48451165.2	0	31921982.48	542780537.06	0	0	0	594148773.52	626070756	100	100
"608"	"CY"	"Cyprus"	"CF"	2021	258856192	0	0	0	258856192	10134768	0	0	10134768	40801955.59	9676506.11	0	21688983.1	0	19571234.38	150440130.8	0	0	0	160116636.91	179687871.29	69.4160993027356	69.4160993027356
"609"	"HU"	"Hungary"	"CF"	2015	6025427012	0	0	0	6025427012	113278027.82	0	0	113278027.82	0	0	0	0	0	113278027.82	0	0	0	0	0	113278027.82	1.87999999990706	1.87999999990706
"610"	"SI"	"Slovenia"	"ERDF"	2024	1672426573	0	0	0	1672426573	75220034.25	0	0	75220034.25	250164166.49	92221653.25	0	147756471.52	0	85406075.97	1504105045.52	9306201.74	0	0	1587020497.03	1672426573	100	100
"611"	"LU"	"Luxembourg"	"ERDF"	2018	19502403	0	0	0	19502403	549967.77	0	0	549967.77	1352004.1	127458.73	0	720408.25	0	1054104.89	5865279.94	0	0	0	5992738.67	7046843.56	36.1332065592122	36.1332065592122
"612"	"PL"	"Poland"	"CF"	2017	23207989042	0	0	0	23207989042	654465290.97	0	0	654465290.97	1008967323.58	42038041.24	0	394272152.74	0	1227122420.57	3101783893.54	0	0	0	3143821934.78	4370944355.35	18.8337918784769	18.8337918784769
"613"	"BE"	"Belgium"	"ERDF"	2023	1077621364	0	0	0	1077621364	42388295.19	0	0	42388295.19	180713574.01	45798023.71	0	93286930.2	0	84016915.29	726127760.92	479461.1	0	0	771446323.53	855463238.82	79.3843985836198	79.3843985836198
"614"	"PT"	"Portugal"	"CF"	2023	2781050224	0	0	0	2781050224	94151317.19	0	0	94151317.19	523292999.95	183851160.7	0	230353659.63	0	203239496.81	2307078789.61	0	0	0	2490929950.31	2694169447.12	96.8759723887676	96.8759723887676
"615"	"NL"	"Netherlands"	"ERDF"	2021	730697716	0	0	0	730697716	38552025.45	0	0	38552025.45	78040784.34	14864597.91	0	40989279.6	0	60738932.28	274180564.48	0	0	0	289045162.39	349784094.67	47.8698765591872	47.8698765591872
"616"	"CY"	"Cyprus"	"ERDF"	2014	292299018	0	0	0	292299018	4121416.16	0	0	4121416.16	0	0	0	0	0	4121416.16	0	0	0	0	0	4121416.16	1.41000000212112	1.41000000212112
"617"	"FI"	"Finland"	"ERDF"	2020	791976209	0	0	0	791976209	22252604.61	0	0	22252604.61	98515569.79	18687038.03	0	40864223.98	0	61216912.39	407549039.23	0	0	0	426236077.26	487452989.65	61.5489435301964	61.5489435301964
"618"	"EU28"	"EU28"	"ERDF"	2014	90119177267	0	0	0	90119177267	571880749.96	0	0	571880749.96	0	0	0	0	0	571880749.96	0	0	0	0	0	571880749.96	0.634582746206908	0.634582746206908
"619"	"PL"	"Poland"	"TOTAL"	2019	63418859277	0	0	0	63418859277	1788496431.69	0	0	1788496431.69	6110609891.77	844013313.44	0	3552707081.26	0	3502385928.76	22889241704.99	103369931.05	0	0	23629885087.38	27132271016.14	42.7826538122234	42.7826538122234
"620"	"DE"	"Germany"	"ERDF"	2016	10773842813	0	0	0	10773842813	303822367.17	0	0	303822367.17	202548244.78	0	0	0	0	506370611.95	137949348.48	0	0	0	137949348.48	644319960.43	5.98040988357976	5.98040988357976
"621"	"TC"	"Interreg"	"TOTAL"	2016	9246178297	0	0	0	9246178297	277009954.59	0	0	277009954.59	184687205.58	0	0	0	0	461697160.17	24328025.46	0	0	0	24328025.46	486025185.63	5.25649809054293	5.25649809054293
"622"	"GR"	"Greece"	"TOTAL"	2018	11874174308	0	0	0	11874174308	429091675.64	750910432.28	0	1180002107.92	802466798.05	79743307.84	0	415798888.46	0	1486926709.67	1959643551.61	25174817.81	0	0	2014212041.64	3501138751.31	29.4853238675398	29.4853238675398
"623"	"MT"	"Malta"	"CF"	2021	204992109	0	0	0	204992109	6140327.46	0	0	6140327.46	31219621.8	7258664.6	0	17547299.09	0	12553985.57	108657261.33	0	0	0	115915925.93	128469911.5	62.6706618741115	62.6706618741115
"624"	"NL"	"Netherlands"	"ERDF"	2023	791056051	0	0	0	791056051	47368625.97	0	0	47368625.97	109683026.38	29936191.64	0	56352761.21	0	70762699.5	492457164.67	0	0	0	522393356.31	593156055.81	74.9828100120304	74.9828100120304
"625"	"BG"	"Bulgaria"	"TOTAL"	2020	5833979476	0	0	0	5833979476	164856488.07	0	0	164856488.07	722123655.69	127442876.4	0	332181628.49	0	427355638.87	2102295722.71	0	0	0	2229738599.11	2657094237.98	45.5451420237393	45.5451420237393
"626"	"BE"	"Belgium"	"TOTAL"	2019	953009307	0	0	0	953009307	26778362.34	0	0	26778362.34	91673672.55	7566940.22	0	58351657.43	0	52533437.24	245212919.35	0	0	0	252779859.57	305313296.81	32.0367591971481	32.0367591971481
"627"	"EE"	"Estonia"	"TOTAL"	2024	3112781061	0	0	0	3112781061	155343307.29	0	0	155343307.29	548319872.3	129197423.35	0	356673815.12	0	217791941.12	2971046041.66	205254345.13	0	0	2894989119.88	3112781061	100	100
"628"	"FI"	"Finland"	"TOTAL"	2020	791976209	0	0	0	791976209	22252604.61	0	0	22252604.61	98515569.79	18687038.03	0	40864223.98	0	61216912.39	407549039.23	0	0	0	426236077.26	487452989.65	61.5489435301964	61.5489435301964
"629"	"DK"	"Denmark"	"ERDF"	2017	206615841	0	0	0	206615841	5826566.73	0	0	5826566.73	8982623.73	87306.62	0	3797071.2	0	10924812.64	18049178.54	0	0	0	18136485.16	29061297.8	14.0653773976604	14.0653773976604
"630"	"BE"	"Belgium"	"ERDF"	2017	953009307	0	0	0	953009307	26778362.34	0	0	26778362.34	41283308.62	0	0	17852241.56	0	50209429.4	35270978.39	0	0	0	35270978.39	85480407.79	8.96952497337993	8.96952497337993
"631"	"MT"	"Malta"	"CF"	2018	217742109	0	0	0	217742109	6140327.46	0	0	6140327.46	15094971.68	0	0	9466338.17	0	11768960.97	30966666.88	0	0	0	30966666.88	42735627.85	19.6267171500575	19.6267171500575
"632"	"LT"	"Lithuania"	"TOTAL"	2016	5550329393	0	0	0	5550329393	156519288.87	0	0	156519288.87	104346192.58	0	0	0	0	260865481.45	249657560.42	0	0	0	249657560.42	510523041.87	9.19806746089457	9.19806746089457
"633"	"BG"	"Bulgaria"	"TOTAL"	2015	5845974756	0	0	0	5845974756	109904325.38	0	0	109904325.38	0	0	0	0	0	109904325.38	0	0	0	0	0	109904325.38	1.87999999943893	1.87999999943893
"634"	"LT"	"Lithuania"	"ERDF"	2019	3501411767	0	0	0	3501411767	98739811.83	0	0	98739811.83	337361023.76	10933956.17	0	231801414.59	0	193365464.83	973622582.35	838845.06	0	0	983717693.46	1177083158.29	33.6173874030966	33.6173874030966
"635"	"SK"	"Slovakia"	"ERDF"	2016	7360295382	0	0	0	7360295382	207560329.74	0	0	207560329.74	138373553.16	0	0	0	0	345933882.9	94610606.91	0	0	0	94610606.91	440544489.81	5.9854186135977	5.9854186135977
"636"	"UK"	"United Kingdom"	"TOTAL"	2019	5856532225	26472308	0	0	5830059917	164281476.84	0	0	164281476.84	562835314.78	46703287.14	0	357955347.73	0	322458156.75	1493796271.21	16432276.13	0	0	1524067282.22	1846525438.97	31.6724950559372	31.5293311473241
"637"	"CY"	"Cyprus"	"CF"	2014	269541702	0	0	0	269541702	3800538	0	0	3800538	0	0	0	0	0	3800538	0	0	0	0	0	3800538	1.4100000006678	1.4100000006678
"638"	"GR"	"Greece"	"ERDF"	2017	8622327203	0	0	0	8622327203	307011481.72	537270092.92	0	844281574.64	354556269.81	12262388.38	0	141243352.46	0	1045332103.61	906307533.88	0	0	0	918569922.26	1963902025.87	22.7769368945624	22.7769368945624
"639"	"FI"	"Finland"	"ERDF"	2017	791976209	0	0	0	791976209	22252604.61	0	0	22252604.61	34306098.77	0	0	14835069.74	0	41723633.64	137460324.33	0	0	0	137460324.33	179183957.97	22.624916750498	22.624916750498
"640"	"DK"	"Denmark"	"ERDF"	2022	362448078	0	0	0	362448078	24291911.58	0	0	24291911.58	39577327.44	8181069.95	0	18738305.81	0	36949863.26	151479526.95	0	0	0	159660596.9	196610460.16	54.2451380194655	54.2451380194655
"641"	"GR"	"Greece"	"TOTAL"	2019	11874174308	0	0	0	11874174308	429091675.64	750910432.28	0	1180002107.92	1123366358.77	129083133.53	0	673383664.52	0	1500901668.64	3023505798.93	25994814.78	0	0	3126594117.68	4627495786.32	38.9710953055684	38.9710953055684
"642"	"HR"	"Croatia"	"TOTAL"	2024	6963812572	0	0	0	6963812572	198770284.23	0	0	198770284.23	1266783880.99	402129310.17	0	739854375.63	0	323570479.42	6171540590.25	529271.71	0	0	6573140628.71	6896711108.13	99.0364263372079	99.0364263372079
"643"	"GR"	"Greece"	"TOTAL"	2024	13756155295	0	0	0	13756155295	670274028.59	750910432.28	0	1421184460.87	2038790263.57	928733218.44	0	1235775954.7	0	1295465551.3	11687603001.11	155646475.87	0	0	12460689743.68	13756155294.98	99.9999999998546	99.9999999998546
"644"	"SK"	"Slovakia"	"ERDF"	2017	7291460222	0	0	0	7291460222	207560329.74	0	0	207560329.74	319988841.72	0	0	138373553.16	0	389175618.3	274769741.74	0	0	0	274769741.74	663945360.04	9.10579417325388	9.10579417325388
"645"	"LT"	"Lithuania"	"TOTAL"	2022	5723616814	0	0	0	5723616814	263020536.87	0	0	263020536.87	919408653.14	147478969.86	0	531003737.12	0	503946483.03	4473445592.34	2267102	0	0	4618657460.2	5122603943.23	89.4994216017411	89.4994216017411
"646"	"PL"	"Poland"	"ERDF"	2024	42163894000	0	0	0	42163894000	1840696225.92	0	0	1840696225.92	7392283352.57	3153314743.6	0	3954220723.42	0	2125444111.47	37056039037.29	176281333.7	0	0	40033072447.19	42158516558.66	99.9872463360714	99.9872463360714
"647"	"IT"	"Italy"	"TOTAL"	2018	21660538269	0	0	0	21660538269	582340156.41	0	0	582340156.41	1457699508.17	17689135.98	0	880085271.89	0	1142265256.71	2435801500.7	28065.32	0	0	2453462571.36	3595727828.07	16.600362296703	16.600362296703
"648"	"HR"	"Croatia"	"CF"	2014	2559545971	0	0	0	2559545971	24059732.13	0	0	24059732.13	0	0	0	0	0	24059732.13	0	0	0	0	0	24059732.13	0.94000000010158	0.94000000010158
"649"	"GR"	"Greece"	"TOTAL"	2025	13756155295	0	0	0	13756155295	670274028.59	750910432.28	0	1421184460.87	2038790263.57	928733218.44	0	1235775954.7	0	1295465551.3	11687603001.11	155646475.87	0	0	12460689743.68	13756155294.98	99.9999999998546	99.9999999998546
"650"	"SI"	"Slovenia"	"CF"	2018	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	62554338.83	5452546.94	0	33473679.63	0	48877556.52	188599480.39	0	0	0	194052027.33	242929583.85	26.5773654698537	26.5773654698537
"651"	"NL"	"Netherlands"	"ERDF"	2018	510282703	0	0	0	510282703	14306374.02	0	0	14306374.02	35246467.8	0	0	22055659.94	0	27497181.88	80402560.1	0	0	0	80402560.1	107899741.98	21.1450910143823	21.1450910143823
"652"	"PL"	"Poland"	"CF"	2019	23204989042	0	0	0	23204989042	654465290.97	0	0	654465290.97	2236003494.15	459779723.62	0	1149114116.68	0	1281574944.82	8393308211.57	193650.61	0	0	8852894284.58	10134469229.4	43.6736652237028	43.6736652237028
"653"	"SE"	"Sweden"	"ERDF"	2022	1008026234	19872	0	0	1008006362	35269351.35	0	0	35269351.35	156872174.55	54996678.94	0	68508036.1	0	68636810.86	659524064.82	1692594.81	0	0	712828148.95	781464959.81	77.5257963907573	77.5242680648329
"654"	"UK"	"United Kingdom"	"TOTAL"	2015	5825584287	0	0	0	5825584287	109520984.56	0	0	109520984.56	0	0	0	0	0	109520984.56	0	0	0	0	0	109520984.56	1.8799999993889	1.8799999993889
"655"	"HR"	"Croatia"	"CF"	2017	2509755644	0	0	0	2509755644	72179196.39	0	0	72179196.39	111276261.1	0	0	48119464.26	0	135335993.23	0	0	0	0	0	135335993.23	5.39239720621981	5.39239720621981
"656"	"MT"	"Malta"	"TOTAL"	2019	602096106	0	0	0	602096106	16979110.17	0	0	16979110.17	58011959.75	3878504.71	0	37861807.8	0	33250757.41	167120235.14	0	0	0	170998739.85	204249497.26	33.9230722844104	33.9230722844104
"657"	"BG"	"Bulgaria"	"ERDF"	2019	3567667612	0	0	0	3567667612	100608226.62	0	0	100608226.62	340812274.32	58009758.83	0	190338798.31	0	193071943.8	1203163222.81	0	0	0	1261172981.64	1454244925.44	40.7617828675683	40.7617828675683
"658"	"RO"	"Romania"	"TOTAL"	2016	17661077676	0	0	0	17661077676	664056520.67	0	0	664056520.67	332028260.32	0	0	0	0	996084780.99	0	0	0	0	0	996084780.99	5.64000000036011	5.64000000036011
"659"	"LV"	"Latvia"	"TOTAL"	2014	3750667147	0	0	0	3750667147	35256271.17	0	0	35256271.17	0	0	0	0	0	35256271.17	0	0	0	0	0	35256271.17	0.939999999685389	0.939999999685389
"660"	"DE"	"Germany"	"TOTAL"	2022	12270511081	0	0	0	12270511081	480506440.17	0	0	480506440.17	1812081807.07	429861762.39	0	938411727.45	0	924314757.4	7060266071.56	3025634.91	0	0	7487102199.04	8411416956.44	68.54985013187	68.54985013187
"661"	"EE"	"Estonia"	"TOTAL"	2014	2947583275	0	0	0	2947583275	27707282.78	0	0	27707282.78	0	0	0	0	0	27707282.78	0	0	0	0	0	27707282.78	0.93999999983037	0.93999999983037
"662"	"LV"	"Latvia"	"TOTAL"	2024	3912472250	0	0	0	3912472250	133257057.36	0	0	133257057.36	701225946.38	84805267.26	0	517444876.99	0	232232859.49	3598524388.93	3090265.68	0	0	3680239390.51	3912472250	100	100
"663"	"IT"	"Italy"	"ERDF"	2022	27724375038	0	0	0	27724375038	1292490104.31	0	0	1292490104.31	3550362625.53	707863377.74	0	1978725771.39	0	2156263580.71	16137123416.47	132521311.8	0	0	16712465482.41	18868729063.12	68.0582665515737	68.0582665515737
"664"	"RO"	"Romania"	"ERDF"	2021	12159961162	0	0	0	12159961162	517027485.24	0	0	517027485.24	1558454965.05	188174202.16	0	921133983.8	0	966174264.33	4927167664.59	11907266.25	0	0	5103434600.5	6069608864.83	49.914706009075	49.914706009075
"665"	"HU"	"Hungary"	"TOTAL"	2019	16810667329	0	0	0	16810667329	473258257.29	0	0	473258257.29	1617734833.88	108307211.91	0	1055119337.28	0	927566541.98	7182906393.11	882229081.44	0	0	6408984523.58	7336551065.56	43.6422357422049	43.6422357422049
"666"	"SI"	"Slovenia"	"CF"	2020	914046895	0	0	0	914046895	25249444.26	0	0	25249444.26	113032578.65	23889890.58	0	50003262.57	0	64388869.76	420406400.23	0	0	0	444296290.81	508685160.57	55.6519762117895	55.6519762117895
"667"	"HR"	"Croatia"	"CF"	2024	2130755644	0	0	0	2130755644	72179196.39	0	0	72179196.39	442600038.64	104622638.44	0	274547911.92	0	135608684.67	1875054930.59	529271.71	0	0	1979148297.32	2114756981.99	99.2491554789471	99.2491554789471
"668"	"AT"	"Austria"	"TOTAL"	2025	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	107049609.22	17400521.85	0	75961071.52	0	84529773.87	593680448.89	2472311.1	0	0	608608659.64	693138433.51	99.8819568390837	99.8819568390837
"669"	"EU28"	"EU28"	"CF"	2015	63396513337	0	0	0	63396513337	1303543481.3	106820169.68	0	1410363650.98	0	0	0	0	0	1410363650.98	9926178.32	0	0	0	9926178.32	1420289829.3	2.24032798420647	2.24032798420647
"670"	"SK"	"Slovakia"	"ERDF"	2014	7360295382	0	0	0	7360295382	48840202.05	0	0	48840202.05	0	0	0	0	0	48840202.05	0	0	0	0	0	48840202.05	0.663563070708295	0.663563070708295
"671"	"DE"	"Germany"	"TOTAL"	2015	10773842813	0	0	0	10773842813	202548244.78	0	0	202548244.78	0	0	0	0	0	202548244.78	0	0	0	0	0	202548244.78	1.87999999903099	1.87999999903099
"672"	"BG"	"Bulgaria"	"CF"	2015	2278307144	0	0	0	2278307144	42832174.3	0	0	42832174.3	0	0	0	0	0	42832174.3	0	0	0	0	0	42832174.3	1.87999999968398	1.87999999968398
"673"	"PT"	"Portugal"	"CF"	2022	2781050224	0	0	0	2781050224	94151317.19	0	0	94151317.19	467671995.47	133038496.36	0	225545319.49	0	203239496.81	1910441618.63	0	0	0	2043480114.99	2246719611.8	80.7867327389914	80.7867327389914
"674"	"RO"	"Romania"	"TOTAL"	2014	1542553192	0	0	0	1542553192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"675"	"MT"	"Malta"	"CF"	2014	217742109	0	0	0	217742109	2046775.82	0	0	2046775.82	0	0	0	0	0	2046775.82	0	0	0	0	0	2046775.82	0.939999997887409	0.939999997887409
"676"	"DK"	"Denmark"	"TOTAL"	2014	206615841	0	0	0	206615841	1942188.91	0	0	1942188.91	0	0	0	0	0	1942188.91	0	0	0	0	0	1942188.91	0.940000002226354	0.940000002226354
"677"	"EE"	"Estonia"	"TOTAL"	2016	2947583275	0	0	0	2947583275	83121848.34	0	0	83121848.34	55414565.56	0	0	0	0	138536413.9	183793537.31	0	0	0	183793537.31	322329951.21	10.9353976168833	10.9353976168833
"678"	"SI"	"Slovenia"	"ERDF"	2021	1656758393	0	0	0	1656758393	65617113.05	0	0	65617113.05	203638804.33	6385034.99	0	130634140.15	0	132236742.24	988774152.53	9306201.74	0	0	985852985.78	1118089728.02	67.4865890370051	67.4865890370051
"679"	"CY"	"Cyprus"	"TOTAL"	2016	561640720	0	0	0	561640720	21123211.09	0	0	21123211.09	10558605.54	0	0	0	0	31681816.63	2366021.52	0	0	0	2366021.52	34047838.15	6.06220968985297	6.06220968985297
"680"	"SK"	"Slovakia"	"TOTAL"	2024	11305289748	147316596	0	0	11157973152	412810467.27	0	0	412810467.27	2088030937.56	444292054.09	0	1353738221.72	0	702811129.02	10050292504.29	101674712.82	0	0	10392909845.56	11095720974.58	99.4420834629017	98.1462768483482
"681"	"BE"	"Belgium"	"ERDF"	2016	949587368	0	0	0	949587368	26778362.34	0	0	26778362.34	17852241.56	0	0	0	0	44630603.9	0	0	0	0	0	44630603.9	4.69999974767988	4.69999974767988
"682"	"HU"	"Hungary"	"CF"	2019	6025427012	0	0	0	6025427012	169917041.73	0	0	169917041.73	580549892.6	5643438.42	0	412069289.18	0	332754206.73	2986645359.83	678730658.48	0	0	2313558139.77	2646312346.5	43.9190839293167	43.9190839293167
"683"	"EE"	"Estonia"	"ERDF"	2020	1861084020	0	0	0	1861084020	52854171.27	0	0	52854171.27	232254025.89	35876176.23	0	105467616.16	0	143764404.77	907103293.99	0	0	0	942979470.22	1086743874.99	58.3930582021762	58.3930582021762
"684"	"CY"	"Cyprus"	"ERDF"	2018	299898560	0	0	0	299898560	10988443.09	0	0	10988443.09	20450827.6	1279861.74	0	11418588.07	0	18740820.88	117895467.68	0	0	0	119175329.42	137916150.3	45.9876000404937	45.9876000404937
"685"	"NL"	"Netherlands"	"ERDF"	2016	507318228	0	0	0	507318228	14306374.02	0	0	14306374.02	9537582.68	0	0	0	0	23843956.7	0	0	0	0	0	23843956.7	4.69999999684616	4.69999999684616
"686"	"FI"	"Finland"	"ERDF"	2024	911500186	0	0	0	911500186	36354536.76	0	0	36354536.76	145781633.4	59669183.85	0	70292364.41	0	52174621.9	799656380.25	0	0	0	859325564.1	911500186	100	100
"687"	"FI"	"Finland"	"ERDF"	2014	789099456	0	0	0	789099456	7395703.03	0	0	7395703.03	0	0	0	0	0	7395703.03	0	0	0	0	0	7395703.03	0.937233320054399	0.937233320054399
"688"	"GR"	"Greece"	"CF"	2018	3265667753	0	0	0	3265667753	122080193.92	213640339.36	0	335720533.28	225403437.91	11128823.72	0	129857102.77	0	420138044.7	517563842.34	25174817.81	0	0	503517848.25	923655892.95	28.2838293057059	28.2838293057059
"689"	"DK"	"Denmark"	"TOTAL"	2024	362448078	0	0	0	362448078	24291911.58	0	0	24291911.58	46826289	11415134.16	0	30002164.72	0	29700901.7	323654756.92	2322714.78	0	0	332747176.3	362448078	100	100
"690"	"UK"	"United Kingdom"	"ERDF"	2025	5854453488.34	58022554	2790026.34	0	5793640908	164281476.84	0	0	164281476.84	1075492112.92	409456628.87	146884807.38	581614373.32	0	101817780.19	5147122309.69	17075633.36	0	0	5686388112.58	5788205892.77	99.9061899880178	98.8684239151965
"691"	"LV"	"Latvia"	"ERDF"	2017	2401252452	0	0	0	2401252452	67715319.12	0	0	67715319.12	104394450.32	78597.03	0	45064949.05	0	126966223.36	130601890.7	0	0	0	130680487.73	257646711.09	10.7296802914415	10.7296802914415
"692"	"AT"	"Austria"	"ERDF"	2024	693957603	0	0	0	693957603	70841758.02	0	0	70841758.02	107049609.22	17400521.85	0	75961071.52	0	84529773.87	593680448.89	2472311.1	0	0	608608659.64	693138433.51	99.8819568390837	99.8819568390837
"693"	"DE"	"Germany"	"ERDF"	2015	10773842813	0	0	0	10773842813	202548244.78	0	0	202548244.78	0	0	0	0	0	202548244.78	0	0	0	0	0	202548244.78	1.87999999903099	1.87999999903099
"694"	"GR"	"Greece"	"TOTAL"	2023	13756155295	0	0	0	13756155295	670274028.59	750910432.28	0	1421184460.87	2038790263.57	749571961.95	0	1167290033	0	1543112729.49	11533523119.24	73727932.13	0	0	12209367149.06	13752479878.55	99.9732816592196	99.9732816592196
"695"	"DE"	"Germany"	"ERDF"	2017	10773842813	0	0	0	10773842813	303822367.17	0	0	303822367.17	468392816.15	0	0	202548244.78	0	569666938.54	729411336.72	0	0	0	729411336.72	1299078275.26	12.0577058511797	12.0577058511797
"696"	"RO"	"Romania"	"CF"	2020	6534996977	0	0	0	6534996977	260755886.36	0	0	260755886.36	863753873.57	59911929.21	0	434811197.85	0	629786632.87	2331221452.75	0	0	0	2391133381.96	3020920014.83	46.2268004937441	46.2268004937441
"697"	"HR"	"Croatia"	"CF"	2019	2509755644	0	0	0	2509755644	72179196.39	0	0	72179196.39	243979590.82	7110415.95	0	169043028.57	0	140005342.69	277333189.58	0	0	0	284443605.53	424448948.22	16.9119630922922	16.9119630922922
"698"	"RO"	"Romania"	"CF"	2015	6934996977	0	0	0	6934996977	195566914.77	0	0	195566914.77	0	0	0	0	0	195566914.77	0	0	0	0	0	195566914.77	2.82000000026821	2.82000000026821
"699"	"EU28"	"EU28"	"CF"	2018	63282608285	0	0	0	63282608285	1899468771.83	213640339.36	0	2113109111.19	4391840595.19	360570166.26	0	2375236553.37	0	3769142986.75	14186142683.28	35079238.81	0	0	14511633610.73	18280776597.48	28.8875207468544	28.8875207468544
"700"	"RO"	"Romania"	"ERDF"	2018	10726080699	0	0	0	10726080699	403300634.31	0	0	403300634.31	743585544.46	0	0	466316358.38	0	680569820.39	1149782157.66	0	0	0	1149782157.66	1830351978.05	17.0644994142236	17.0644994142236
"701"	"LT"	"Lithuania"	"ERDF"	2022	3683799188	0	0	0	3683799188	205241059.83	0	0	205241059.83	582623257.83	100491853.6	0	313829767.47	0	373542696.59	2793727324.01	838845.06	0	0	2893380332.55	3266923029.14	88.6835265011737	88.6835265011737
"702"	"IE"	"Ireland"	"ERDF"	2023	470775098	0	0	0	470775098	13462894.8	0	0	13462894.8	74779010.11	19135798.54	0	46164118.65	0	22941987.72	435619139.44	7493314.51	0	0	447261623.47	470203611.19	99.8786072559004	99.8786072559004
